,H100,H101,H102,H103,H104,H105,H106,H107,H108,H109,H110,H111,H112,H113,H114,H115,H116,H117,H118,H119,H120,H121,H122,H123,H124,H125,H126,H127,H128,H129,H130,H131,H132,H133,H134,H135,H136,H137,H138,H139,H140,H141,H142,H143,H144,H145,H146,H147,H148,H149,H150,H151,H152,H153,H154,H155,H156,H157,H158,H159,H160,H161,H162,H163,H164,H165,H166,H167,H168,H169,H170,H171,H172,H173,H174,H175,H176,H177,H178,H179,H180,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,taxonomy,otu,old name,new_name,acc,%id,,,,,taxonomy,acc,%identity
Otu2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea,Otu2074,Eukaryota;SAR;Rhizaria;Cercozoa;Phytomyxea,#N/A,#N/A,#N/A,,,,Otu2290,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Group-Te; s__Group_Te+sp.,EF024447,98.79
Otu1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia,Otu1624,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Spirotrichea; o__Hypotrichia; f__Oxytrichidae; g__Gastrostyla; s__Gastrostyla+sp.,KC411832,98.86,,,,Otu2296,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695472,92.66
Otu1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota,Otu1221,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota,#N/A,#N/A,#N/A,,,,Otu2319,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+kiaerdammane,FJ790695,95.95
Otu598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,2,0,0,1,2,4,5,0,1,0,0,1,0,3,2,0,8,4,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas,Otu598,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+sp.,EF024850,95.43,,,,Otu2339,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Proleptomonadidae; g__Proleptomonas; s__Proleptomonas+faecicola,AF411275,89.66
Otu2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR,Otu2092,Eukaryota;SAR,#N/A,#N/A,#N/A,,,,Otu2346,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Trinematidae; g__Trinematidae_X; s__Trinematidae_X+sp.,EF025021,89.62
Otu824,7,0,0,0,2,0,4,0,0,3,0,0,0,5,0,1,2,2,1,2,0,0,5,0,0,0,3,0,0,0,0,1,3,0,2,2,1,2,3,2,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,3,0,1,0,0,0,0,2,0,0,1,0,1,1,1,0,18,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,Otu824,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Rhogostomidae; g__Rhogostomidae_X; s__Rhogostomidae_X+sp.,EF023812,97.71,,,,Otu2354,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Euglypha; s__Euglypha+rotunda,AJ418783,100
Otu2256,2,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,0,0,1,4,0,0,0,0,3,1,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales,Otu2256,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricales,#N/A,#N/A,#N/A,,,,Otu2370,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Thaumatomonadida; f__Thaumatomonadidae; g__Thaumatomonas; s__Thaumatomonas+sp.,HQ121429,97.71
Otu329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,5,0,0,0,5,4,0,0,0,0,2,0,0,9,8,1,2,2,1,0,0,0,0,0,0,0,0,1,0,1,4,3,0,7,3,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis;Endogonales,Otu329,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis;Endogonales,#N/A,#N/A,#N/A,,,,Otu2387,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Sphenoderia; s__Sphenoderia+pseudominuta,KF539408,91.76
Otu65,0,0,0,0,0,6,0,6,0,0,1,2,1,2,10,1,2,3,0,1,5,1,1,2,1,8,3,15,3,0,12,1,19,1,3,2,15,19,3,2,4,12,4,9,10,0,10,7,9,19,12,3,6,84,4,7,9,3,9,2,8,25,92,165,7,16,41,49,11,110,3,9,38,9,124,7,30,86,110,74,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae,Otu65,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae,d__Eukaryota; sg__Stramenopiles; p__Ochrophyta; c__Chrysophyceae-Synurophyceae; o__Chrysophyceae-Synurophyceae_X; f__Clade-B1; g__Clade-B1_X; s__Clade-B1_X+sp.,AY082970,98.85,,,,Otu2394,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Trinematidae; g__Trinematidae_X; s__Trinematidae_X+sp.,EF025021,91.81
Otu2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,Otu2626,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,#N/A,#N/A,#N/A,,,,Otu2395,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695472,92.66
Otu1199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Otu1199,Eukaryota,#N/A,#N/A,#N/A,,,,Otu2400,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Glissomonadida_X; g__Glissomonadida_XX; s__Glissomonadida_XX+sp.,KC672643,98.68
Otu2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria,Otu2924,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria,#N/A,#N/A,#N/A,,,,Otu2403,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Granofilosea; o__Cryptofilida; f__Mesofilidae; g__Mesofila; s__Mesofila+limnetica,AF411283,98.86
Otu958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,0,3,2,0,4,0,0,0,4,1,0,0,0,4,0,0,1,2,0,0,0,1,0,3,0,3,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes;Spizellomycetales,Otu958,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes;Spizellomycetales,#N/A,#N/A,#N/A,,,,Otu2404,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Glissomonadida_X; g__Glissomonadida_XX; s__Glissomonadida_XX+sp.,AY082974,91.3
Otu2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Colpodea;Colpodida,Otu2867,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Colpodea;Colpodida,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Colpodea; o__Colpodida; f__Grossglockneriidae; g__Pseudoplatyophrya; s__Pseudoplatyophrya+nana,AF060452,93.64,,,,Otu2409,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Krakenida; f__Krakenidae; g__Kraken; s__Kraken+sp.,AB695519,95.43
Otu2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis,Otu2126,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis,#N/A,#N/A,#N/A,,,,Otu2448,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Sandonidae; g__Clade-N/F-A; s__Clade_N/F-A+sp.,AF411279,93.14
Otu876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida,Otu876,Eukaryota;SAR;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida,d__Eukaryota; sg__Rhizaria; p__Foraminifera; c__monothalamids; o__monothalamids_X; f__Group4; g__Group4_X; s__Group4_X+sp.,AF381183,97.14,,,,Otu2450,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Rhogostomidae; g__Rhogostomidae_X; s__Rhogostomidae_X+sp.,EF023764,100
Otu563,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,5,1,0,1,0,1,11,0,1,9,1,1,5,0,4,2,5,7,9,0,0,6,3,5,5,3,8,0,1,8,6,16,7,7,6,1,1,2,1,0,1,0,10,16,0,1,1,0,1,2,0,4,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,Otu563,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Rhogostomidae; g__Rhogostomidae_X; s__Rhogostomidae_X+sp.,EF023357,97.14,,,,Otu2455,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Cryomonadida; f__Rhogostomidae; g__Rhogostoma; s__Rhogostoma+schuessleri,HQ121430,97.71
Otu529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,7,0,0,0,2,0,2,0,0,1,2,0,4,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,3,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep,Otu529,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Prostomatea; o__Prostomatea-1; f__Prostomatea-1_X; g__Prostomatea-1_XX; s__Prostomatea-1_XX+sp.,KJ757532,92.7,,,,Otu2465,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Trachelocorythion; s__Trachelocorythion+pulchellum,AJ418789,89.94
Otu2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa,Otu2115,Eukaryota;SAR;Rhizaria;Cercozoa,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Eocercomonas; s__Eocercomonas+sp.,HM536152,90,,,,Otu2467,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+kiaerdammane,FJ790695,100
Otu2272,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,1,2,2,1,1,0,2,4,1,1,2,2,0,4,0,1,0,0,0,2,4,0,1,2,0,4,0,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,Otu2272,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,#N/A,#N/A,#N/A,,,,Otu2481,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+sp.,EF024850,96.61
Otu2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Incertae Sedis,Otu2932,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Helotiales;Incertae Sedis,#N/A,#N/A,#N/A,,,,Otu2486,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Novel-clade-10-12; o__Novel-clade-12; f__NC12B-lineage; g__NC12B-lineage_X; s__NC12B-lineage_X+sp.,DQ244000,100
Otu856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,Otu856,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Aphelenchoides; s__Aphelenchoides+bicaudatus,JN887884,92.05,,,,Otu2507,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Thaumatomonadida; f__Thaumatomonadida_X; g__Thaumatomonadida_XX; s__Thaumatomonadida_XX+sp.,KC771165,88.7
Otu2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida,Otu2468,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida,#N/A,#N/A,#N/A,,,,Otu2510,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Endomyxa; o__Vampyrellida; f__Leptophryidae; g__Platyreta; s__Platyreta+germanica,AY941201,95.31
Otu2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eukaryota;Amoebozoa;Tubulinea;Euamoebida,Otu2085,Eukaryota;Amoebozoa;Tubulinea;Euamoebida,d__Eukaryota; sg__Amoebozoa; p__Lobosa; c__Tubulinea; o__Euamoebida; f__LOS7N/I-lineage; g__Ptolemeba; s__Ptolemeba+bulliensis,KJ542108,94.32,,,,Otu2542,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+zhukovi,FJ790683,97.6
Otu2756,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,2,2,0,0,0,1,0,0,1,0,2,0,0,0,1,3,2,1,0,1,0,1,1,2,3,1,3,1,3,0,0,5,1,1,11,4,2,0,1,0,6,5,3,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pseudogymnoascus destructans,Otu2756,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pseudogymnoascus destructans,#N/A,#N/A,#N/A,,,,Otu2547,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Endomyxa; o__Vampyrellida; f__Leptophryidae; g__Leptophryidae_X; s__Leptophryidae_X+sp.,KC779513,100
